City,Commute_Route,Commute_Distance_miles,Commute_Time_mins,Mode_of_Commute,Daily_Cost,Monthly_Cost,Cost_per_Mile,Value_Tier,Carbon_Impact,Best_Value_Rank,Worst_Value_Reason,Avg_Delay_mins,Commute_Type
Glasgow,Paisley - Glasgow,6.2,14,Driving,19.46,428.12,3.14,Expensive,11.3,3,Congestion,20,Urban
Glasgow,East Kilbride - Glasgow,42.3,137,Bus,6.07,133.54,0.14,Expensive,3.3,4,High fare,0,Intercity
Nottingham,Beeston - Nottingham,38.9,60,Driving,19.26,423.72,0.5,Moderate,13.1,3,Mild delays,10,Intercity
Bristol,Weston-super-Mare - Bristol,34.6,89,Bus,7.78,171.16,0.22,Cost-Effective,2,1,N/A,5,Intercity
Liverpool,Birkenhead - Liverpool,33.6,55,Driving,15.89,349.58,0.47,Moderate,11,3,Moderate fare,6,Intercity
Liverpool,Birkenhead - Liverpool,44.6,76,Driving,7.11,156.42,0.16,Cost-Effective,9.5,1,N/A,7,Intercity
London,Croydon - London,15.4,10,Train,20.3,446.6,1.32,Expensive,16.3,3,Long duration,20,Intercity
Edinburgh,Dunfermline - Edinburgh,42.4,58,Train,37.86,832.92,0.89,Expensive,8.6,4,Long duration,18,Intercity
Leeds,Wakefield - Leeds,8.7,10,Train,14.88,327.36,1.71,Expensive,14,5,High fare,20,Suburban
Sheffield,Chesterfield - Sheffield,11,21,Driving,13.02,286.44,1.18,Expensive,8,3,High fare,19,Suburban
Birmingham,Solihull - Birmingham,23.8,40,Train,29.86,656.92,1.25,Expensive,15.5,3,Long duration,13,Intercity
Glasgow,Paisley - Glasgow,35.2,61,Train,34.52,759.44,0.98,Expensive,15.6,3,Congestion,13,Intercity
Sheffield,Chesterfield - Sheffield,7.2,16,Driving,6.1,134.2,0.85,Expensive,7.7,5,High fare,5,Urban
Nottingham,Beeston - Nottingham,31.5,42,Driving,18.38,404.36,0.58,Moderate,13.2,2,Moderate fare,7,Intercity
Nottingham,West Bridgford - Nottingham,41.4,100,Bus,3.88,85.36,0.09,Expensive,4.8,5,Congestion,7,Intercity
Leeds,Wakefield - Leeds,15.9,18,Train,20.26,445.72,1.27,Expensive,12.3,5,Congestion,16,Intercity
London,Reading - London,38.2,107,Bus,2.72,59.84,0.07,Expensive,4.9,4,Long duration,11,Intercity
Nottingham,West Bridgford - Nottingham,26.3,51,Driving,10.2,224.4,0.39,Cost-Effective,10.8,1,N/A,11,Intercity
Leeds,Wakefield - Leeds,22.4,15,Train,14.93,328.46,0.67,Moderate,9.2,3,Mild delays,6,Intercity
Liverpool,St Helens - Liverpool,26.9,37,Train,31.99,703.78,1.19,Expensive,14.6,4,Long duration,8,Intercity
Manchester,Stockport - Manchester,42.3,70,Train,34.63,761.86,0.82,Expensive,13.7,5,High fare,20,Intercity
Manchester,Stockport - Manchester,31.3,44,Train,19.8,435.6,0.63,Moderate,8.1,2,Mild delays,5,Intercity
Birmingham,Solihull - Birmingham,38.1,127,Bus,6.81,149.82,0.18,Expensive,2.4,3,Congestion,3,Intercity
Birmingham,Wolverhampton - Birmingham,28.1,31,Train,39.42,867.24,1.4,Expensive,10.1,4,Congestion,13,Intercity
Birmingham,Wolverhampton - Birmingham,7.7,10,Train,27.85,612.7,3.62,Expensive,15.4,4,Long duration,16,Urban
Leeds,Wakefield - Leeds,6.3,13,Train,13.1,288.2,2.08,Expensive,9.7,3,Long duration,17,Urban
Sheffield,Chesterfield - Sheffield,27.7,62,Train,18.89,415.58,0.68,Moderate,17.4,2,Mild delays,17,Intercity
Sheffield,Rotherham - Sheffield,37.7,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
London,Slough - London,18.9,32,Train,11.51,253.22,0.61,Moderate,8.5,2,Mild delays,18,Intercity
London,Reading - London,32.7,33,Train,28.42,625.24,0.87,Expensive,10.5,5,High fare,14,Intercity
Manchester,Altrincham - Manchester,28.1,53,Driving,11.03,242.66,0.39,Cost-Effective,12.6,1,N/A,14,Intercity
Nottingham,West Bridgford - Nottingham,37.8,49,Driving,11.08,243.76,0.29,Cost-Effective,12.4,2,N/A,1,Intercity
Liverpool,St Helens - Liverpool,18.1,23,Train,16.27,357.94,0.9,Expensive,8.8,4,Congestion,10,Intercity
Liverpool,St Helens - Liverpool,23.7,62,Driving,9.1,200.2,0.38,Cost-Effective,9,2,N/A,18,Intercity
Sheffield,Rotherham - Sheffield,37.3,55,Train,34.71,763.62,0.93,Expensive,11.8,4,High fare,3,Intercity
Nottingham,Beeston - Nottingham,23.4,76,Bus,2.71,59.62,0.12,Cost-Effective,5.7,1,N/A,20,Intercity
Liverpool,Birkenhead - Liverpool,32.4,46,Train,25.95,570.9,0.8,Expensive,8.3,5,Congestion,6,Intercity
Leeds,Bradford - Leeds,24,84,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Bristol,Bath - Bristol,31.3,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Manchester,Altrincham - Manchester,43.8,108,Driving,6.96,153.12,0.16,Expensive,9.3,3,High fare,8,Intercity
Leeds,Bradford - Leeds,9.7,19,Train,28.38,624.36,2.93,Expensive,17.4,5,Long duration,17,Suburban
Leeds,Bradford - Leeds,31.5,60,Driving,13.71,301.62,0.44,Moderate,9.2,4,Mild delays,3,Intercity
Liverpool,Birkenhead - Liverpool,38.3,69,Driving,17.41,383.02,0.45,Moderate,10.9,3,Moderate fare,3,Intercity
Manchester,Altrincham - Manchester,19.9,52,Bus,4.13,90.86,0.21,Cost-Effective,3.7,2,N/A,6,Intercity
Edinburgh,Dunfermline - Edinburgh,32,45,Train,29.74,654.28,0.93,Expensive,8.7,4,Congestion,4,Intercity
Liverpool,St Helens - Liverpool,20.8,27,Train,34.82,766.04,1.67,Expensive,8.4,5,High fare,17,Intercity
Edinburgh,Livingston - Edinburgh,21.8,29,Train,15.05,331.1,0.69,Moderate,16.8,2,Moderate fare,17,Intercity
London,Croydon - London,27.3,54,Driving,16.24,357.28,0.59,Moderate,13.7,3,Mild delays,11,Intercity
Glasgow,Paisley - Glasgow,13.8,10,Driving,18.41,405.02,1.33,Expensive,13.5,5,Congestion,18,Suburban
Birmingham,Wolverhampton - Birmingham,41.7,145,Bus,4.42,97.24,0.11,Expensive,5,4,Congestion,14,Intercity
Bristol,Weston-super-Mare - Bristol,26.3,69,Driving,15.48,340.56,0.59,Moderate,9.4,2,Mild delays,11,Intercity
Manchester,Altrincham - Manchester,34.3,48,Train,34.99,769.78,1.02,Expensive,13.4,4,Long duration,2,Intercity
Glasgow,East Kilbride - Glasgow,38.8,80,Driving,12.04,264.88,0.31,Cost-Effective,9,1,N/A,5,Intercity
Glasgow,Paisley - Glasgow,41.6,134,Bus,4.9,107.8,0.12,Expensive,4.1,3,Congestion,11,Intercity
London,Croydon - London,17.3,21,Train,27.19,598.18,1.57,Expensive,11.3,3,High fare,3,Intercity
Bristol,Weston-super-Mare - Bristol,6.6,24,Train,20.37,448.14,3.09,Expensive,14.7,4,Long duration,15,Urban
Edinburgh,Dunfermline - Edinburgh,37.2,66,Driving,19.25,423.5,0.52,Moderate,9.2,2,Mild delays,8,Intercity
Sheffield,Chesterfield - Sheffield,36.3,73,Driving,15.23,335.06,0.42,Moderate,11.5,4,Moderate fare,3,Intercity
Manchester,Stockport - Manchester,9.8,24,Bus,7.63,167.86,0.78,Expensive,2.7,3,High fare,18,Suburban
Bristol,Weston-super-Mare - Bristol,29.9,37,Train,26.39,580.58,0.88,Expensive,12.2,5,Congestion,12,Intercity
Manchester,Altrincham - Manchester,11.4,10,Driving,8.39,184.58,0.74,Expensive,9.3,4,High fare,13,Suburban
Birmingham,Wolverhampton - Birmingham,35.3,180,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Bristol,Bath - Bristol,5.7,10,Train,29.85,656.7,5.24,Expensive,14,4,Long duration,5,Urban
Birmingham,Solihull - Birmingham,11.5,28,Bus,7.21,158.62,0.63,Moderate,5.7,3,Mild delays,18,Suburban
Liverpool,St Helens - Liverpool,21.8,37,Driving,6.71,147.62,0.31,Cost-Effective,6.3,2,N/A,4,Intercity
London,Croydon - London,28,108,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Intercity
Edinburgh,Livingston - Edinburgh,28.3,55,Driving,6.16,135.52,0.22,Cost-Effective,12.3,1,N/A,14,Intercity
London,Reading - London,17.3,53,Bus,4.39,96.58,0.25,Cost-Effective,5.9,1,N/A,4,Intercity
Birmingham,Solihull - Birmingham,26.8,72,Bus,3.65,80.3,0.14,Cost-Effective,4.8,1,N/A,7,Intercity
London,Slough - London,15.9,28,Driving,13.7,301.4,0.86,Expensive,6.4,5,Long duration,10,Intercity
London,Reading - London,22,53,Driving,17.65,388.3,0.8,Expensive,12.4,4,High fare,8,Intercity
Manchester,Altrincham - Manchester,14,27,Train,37.91,834.02,2.71,Expensive,9,5,High fare,7,Suburban
Birmingham,Solihull - Birmingham,23,29,Train,20.12,442.64,0.87,Expensive,16.7,5,Long duration,16,Intercity
Sheffield,Chesterfield - Sheffield,8.3,113,Walking,0,0,0,Cost-Effective,0,1,N/A,0,Suburban
London,Reading - London,7.1,10,Driving,12.9,283.8,1.82,Expensive,9.5,3,Long duration,1,Urban
Birmingham,Wolverhampton - Birmingham,18.4,65,Bus,2.97,65.34,0.16,Cost-Effective,4.3,1,N/A,20,Intercity
Leeds,Wakefield - Leeds,37.2,45,Driving,16.64,366.08,0.45,Moderate,7.2,4,Mild delays,3,Intercity
Glasgow,East Kilbride - Glasgow,11,12,Driving,11.72,257.84,1.07,Expensive,11.4,5,Congestion,8,Suburban
Glasgow,Paisley - Glasgow,7.3,15,Cycling,0,0,0,Cost-Effective,0,1,N/A,0,Urban
Glasgow,Paisley - Glasgow,6.4,25,Train,15.8,347.6,2.47,Expensive,14.4,4,Long duration,9,Urban
London,Slough - London,15.4,14,Train,36.58,804.76,2.38,Expensive,17,3,Congestion,6,Intercity
Leeds,Bradford - Leeds,16.9,43,Bus,3.44,75.68,0.2,Cost-Effective,4.7,1,N/A,5,Intercity
Glasgow,Paisley - Glasgow,38,42,Train,30.19,664.18,0.79,Expensive,16.2,3,Long duration,14,Intercity
Glasgow,Paisley - Glasgow,20.9,47,Driving,11.05,243.1,0.53,Moderate,11.4,2,Mild delays,11,Intercity
Glasgow,Paisley - Glasgow,15.8,16,Train,12.44,273.68,0.79,Expensive,17.9,5,High fare,0,Intercity
Liverpool,St Helens - Liverpool,11.2,22,Train,27.33,601.26,2.44,Expensive,16.7,4,Long duration,20,Suburban
Liverpool,St Helens - Liverpool,16.6,46,Driving,12.55,276.1,0.76,Expensive,11,4,Congestion,0,Intercity
